participant,group,mintsp,language,do,animacy,item,expected,response,education,spday,roday,residence
35m,m,62,sp,DP,Inan,spDPInan4,1,0,5,100,0,NA
35m,m,62,sp,DP,Inan,spDPInan5,1,0,5,100,0,NA
35m,m,62,sp,Pron,An,spPronAn1,1,1,5,100,0,NA
35m,m,62,sp,Pron,An,spPronAn2,1,1,5,100,0,NA
35m,m,62,sp,Pron,An,spPronAn3,1,1,5,100,0,NA
35m,m,62,sp,Pron,An,spPronAn4,1,1,5,100,0,NA
35m,m,62,sp,Pron,An,spPronAn5,1,1,5,100,0,NA
35m,m,62,sp,Pron,Inan,spPronInan1,1,0,5,100,0,NA
35m,m,62,sp,Pron,Inan,spPronInan2,1,0,5,100,0,NA
35m,m,62,sp,Pron,Inan,spPronInan3,1,0,5,100,0,NA
35m,m,62,sp,Pron,Inan,spPronInan4,1,0,5,100,0,NA
35m,m,62,sp,Pron,Inan,spPronInan5,1,0,5,100,0,NA
35m,m,62,sp,AGC,Inan,spAGCInan1,1,1,5,100,0,NA
35m,m,62,sp,AGC,Inan,spAGCInan2,1,1,5,100,0,NA
35m,m,62,sp,AGC,Inan,spAGCInan3,0,0,5,100,0,NA
35m,m,62,sp,AGC,Inan,spAGCInan4,0,0,5,100,0,NA
35m,m,62,sp,AGC,Inan,spAGCInan5,0,0,5,100,0,NA
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
